Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Discount_Percent,Gross_Sales,Discount_Amount,Revenue,Profit,Payment_Method
ORD00655,2025-04-19,C0049,P040,S007,4,0,220,0.0,220.0,52.0,Cash
ORD00656,2026-01-14,C0094,P028,S007,1,10,350,35.0,315.0,135.0,Debit Card
ORD00657,2025-10-27,C0259,P064,S003,1,5,80,4.0,76.0,41.0,UPI
ORD00658,2024-12-15,C0066,P042,S007,1,5,90,4.5,85.5,30.5,Credit Card
ORD00659,2024-08-07,C0235,P047,S005,1,5,250,12.5,237.5,87.5,Debit Card
ORD00660,2026-03-31,C0257,P041,S004,2,0,60,0.0,60.0,20.0,UPI
ORD00661,2026-09-14,C0043,P015,S004,1,0,350,0.0,350.0,170.0,Cash
ORD00662,2026-06-10,C0359,P053,S002,2,0,240,0.0,240.0,100.0,Debit Card
ORD00663,2024-06-08,C0153,P019,S004,2,10,1800,180.0,1620.0,620.0,Cash
ORD00664,2026-08-06,C0154,P024,S007,1,0,180,0.0,180.0,95.0,Credit Card
ORD00665,2026-04-11,C0395,P033,S005,1,0,280,0.0,280.0,140.0,Cash
ORD00666,2026-02-15,C0034,P063,S008,1,5,120,6.0,114.0,44.0,UPI
ORD00667,2024-10-11,C0287,P025,S002,4,5,880,44.0,836.0,396.0,UPI
ORD00668,2024-11-01,C0094,P014,S007,1,5,700,35.0,665.0,285.0,Credit Card
ORD00669,2025-10-10,C0140,P031,S006,3,10,360,36.0,324.0,174.0,Wallet
ORD00670,2025-12-06,C0037,P088,S002,2,5,4000,200.0,3800.0,1200.0,Credit Card
ORD00671,2025-08-25,C0170,P083,S008,1,15,550,82.5,467.5,117.5,Wallet
ORD00672,2026-01-05,C0084,P001,S006,1,0,1200,0.0,1200.0,450.0,UPI
ORD00673,2026-03-18,C0093,P047,S008,2,10,500,50.0,450.0,150.0,Credit Card
ORD00674,2025-03-08,C0266,P048,S008,2,5,900,45.0,855.0,255.0,UPI
ORD00675,2026-01-07,C0348,P038,S006,3,0,900,0.0,900.0,240.0,Wallet
ORD00676,2024-12-22,C0180,P051,S008,1,10,160,16.0,144.0,49.0,Credit Card
ORD00677,2024-12-22,C0153,P045,S004,3,15,1050,157.5,892.5,232.5,Cash
ORD00678,2026-05-21,C0224,P050,S007,2,5,300,15.0,285.0,105.0,Credit Card
ORD00679,2026-02-26,C0146,P065,S005,1,0,140,0.0,140.0,70.0,Credit Card
ORD00680,2025-04-29,C0302,P056,S001,2,0,120,0.0,120.0,50.0,Wallet
ORD00681,2024-03-09,C0097,P057,S001,5,5,700,35.0,665.0,265.0,Debit Card
ORD00682,2026-09-13,C0249,P020,S007,4,0,3000,0.0,3000.0,1320.0,Debit Card
ORD00683,2025-07-26,C0236,P042,S001,2,0,180,0.0,180.0,70.0,Cash
ORD00684,2026-08-25,C0343,P003,S007,2,10,700,70.0,630.0,270.0,Debit Card
ORD00685,2025-10-01,C0063,P049,S005,4,5,120,6.0,114.0,54.0,UPI
ORD00686,2026-08-18,C0285,P045,S006,2,0,700,0.0,700.0,260.0,UPI
ORD00687,2025-08-26,C0269,P090,S001,1,0,300,0.0,300.0,150.0,Wallet
ORD00688,2025-06-17,C0218,P067,S008,1,5,450,22.5,427.5,147.5,UPI
ORD00689,2025-08-20,C0239,P007,S008,3,5,1350,67.5,1282.5,622.5,UPI
ORD00690,2026-11-05,C0178,P003,S008,1,5,350,17.5,332.5,152.5,UPI
ORD00691,2024-08-16,C0119,P025,S004,2,15,440,66.0,374.0,154.0,Debit Card
ORD00692,2026-01-27,C0043,P051,S004,3,0,480,0.0,480.0,195.0,Debit Card
ORD00693,2026-12-16,C0060,P045,S003,1,0,350,0.0,350.0,130.0,UPI
ORD00694,2024-11-11,C0075,P094,S001,3,0,1050,0.0,1050.0,540.0,UPI
ORD00695,2024-12-08,C0368,P050,S003,2,0,300,0.0,300.0,120.0,Debit Card
ORD00696,2024-08-25,C0085,P064,S005,1,5,80,4.0,76.0,41.0,Credit Card
ORD00697,2026-12-26,C0215,P048,S006,2,0,900,0.0,900.0,300.0,UPI
ORD00698,2026-06-09,C0087,P043,S005,1,15,280,42.0,238.0,68.0,Credit Card
ORD00699,2026-12-21,C0044,P053,S003,1,15,120,18.0,102.0,32.0,Debit Card
ORD00700,2026-06-03,C0069,P088,S001,2,10,4000,400.0,3600.0,1000.0,UPI
ORD00701,2024-07-20,C0384,P027,S003,1,5,450,22.5,427.5,187.5,Credit Card
ORD00702,2025-05-10,C0400,P052,S002,2,5,100,5.0,95.0,35.0,UPI
ORD00703,2025-01-03,C0117,P035,S006,1,0,300,0.0,300.0,150.0,UPI
ORD00704,2026-04-22,C0098,P011,S003,1,0,2500,0.0,2500.0,800.0,Credit Card
ORD00705,2025-08-03,C0288,P027,S001,1,0,450,0.0,450.0,210.0,Credit Card
ORD00706,2025-03-20,C0334,P001,S005,4,5,4800,240.0,4560.0,1560.0,Debit Card
ORD00707,2024-09-23,C0322,P015,S001,1,10,350,35.0,315.0,135.0,Debit Card
ORD00708,2025-01-13,C0143,P061,S004,3,10,1050,105.0,945.0,345.0,UPI
ORD00709,2024-06-04,C0252,P048,S001,2,15,900,135.0,765.0,165.0,UPI
ORD00710,2025-10-24,C0093,P046,S008,3,0,1200,0.0,1200.0,420.0,UPI
ORD00711,2024-05-03,C0194,P045,S006,1,10,350,35.0,315.0,95.0,UPI
ORD00712,2025-02-14,C0256,P004,S006,2,0,3000,0.0,3000.0,1200.0,Credit Card
ORD00713,2026-06-02,C0115,P016,S006,1,5,650,32.5,617.5,257.5,Wallet
ORD00714,2024-07-30,C0164,P063,S001,1,0,120,0.0,120.0,50.0,Debit Card
ORD00715,2024-02-08,C0131,P070,S008,3,0,900,0.0,900.0,390.0,Debit Card
ORD00716,2026-03-10,C0090,P091,S008,1,10,250,25.0,225.0,115.0,Wallet
ORD00717,2026-11-21,C0341,P057,S005,3,5,420,21.0,399.0,159.0,Credit Card
ORD00718,2024-05-23,C0149,P072,S001,2,0,240,0.0,240.0,120.0,Wallet
ORD00719,2026-09-14,C0338,P062,S006,1,5,280,14.0,266.0,106.0,Wallet
ORD00720,2025-09-12,C0124,P028,S005,1,5,350,17.5,332.5,152.5,Wallet
ORD00721,2026-12-30,C0090,P005,S008,1,10,300,30.0,270.0,120.0,Debit Card
ORD00722,2025-02-19,C0070,P033,S003,1,0,280,0.0,280.0,140.0,UPI
ORD00723,2026-03-09,C0273,P034,S001,3,5,750,37.5,712.5,352.5,UPI
ORD00724,2026-06-15,C0163,P007,S005,2,0,900,0.0,900.0,460.0,UPI
ORD00725,2025-05-03,C0214,P072,S005,2,0,240,0.0,240.0,120.0,Credit Card
ORD00726,2026-12-29,C0141,P035,S005,3,20,900,180.0,720.0,270.0,UPI
ORD00727,2025-11-22,C0045,P026,S002,1,0,160,0.0,160.0,85.0,Cash
ORD00728,2026-07-27,C0036,P055,S001,4,15,360,54.0,306.0,106.0,Credit Card
ORD00729,2025-04-22,C0190,P068,S006,4,0,1000,0.0,1000.0,440.0,UPI
ORD00730,2026-08-23,C0083,P053,S006,4,5,480,24.0,456.0,176.0,UPI
ORD00731,2024-01-30,C0261,P055,S007,1,0,90,0.0,90.0,40.0,UPI
ORD00732,2026-07-23,C0094,P063,S007,2,10,240,24.0,216.0,76.0,UPI
ORD00733,2024-08-21,C0086,P065,S003,2,10,280,28.0,252.0,112.0,UPI
ORD00734,2026-05-22,C0102,P069,S008,1,10,220,22.0,198.0,78.0,Debit Card
ORD00735,2024-09-04,C0399,P037,S007,5,5,3250,162.5,3087.5,587.5,UPI
ORD00736,2025-03-12,C0387,P063,S008,3,5,360,18.0,342.0,132.0,UPI
ORD00737,2024-10-16,C0363,P015,S007,1,0,350,0.0,350.0,170.0,UPI
ORD00738,2024-03-24,C0178,P030,S008,1,10,180,18.0,162.0,82.0,Debit Card
ORD00739,2024-12-02,C0024,P038,S002,1,0,300,0.0,300.0,80.0,Wallet
ORD00740,2025-08-04,C0004,P063,S004,1,10,120,12.0,108.0,38.0,Debit Card
ORD00741,2025-02-26,C0157,P055,S001,1,0,90,0.0,90.0,40.0,Credit Card
ORD00742,2024-12-23,C0186,P025,S006,1,0,220,0.0,220.0,110.0,Credit Card
ORD00743,2025-09-08,C0064,P085,S005,1,0,1200,0.0,1200.0,500.0,UPI
ORD00744,2026-12-21,C0329,P017,S006,2,15,500,75.0,425.0,165.0,Wallet
ORD00745,2026-08-08,C0157,P042,S001,3,10,270,27.0,243.0,78.0,UPI
ORD00746,2024-11-01,C0217,P031,S002,4,5,480,24.0,456.0,256.0,UPI
ORD00747,2024-03-29,C0002,P054,S002,1,0,110,0.0,110.0,45.0,UPI
ORD00748,2026-07-17,C0101,P026,S005,1,10,160,16.0,144.0,69.0,Wallet
ORD00749,2024-02-29,C0231,P015,S001,2,0,700,0.0,700.0,340.0,Cash
ORD00750,2025-10-29,C0193,P068,S007,2,15,500,75.0,425.0,145.0,UPI
ORD00751,2025-04-11,C0088,P013,S005,1,10,500,50.0,450.0,170.0,Cash
ORD00752,2025-03-27,C0380,P045,S008,1,5,350,17.5,332.5,112.5,UPI
ORD00753,2025-03-18,C0139,P041,S006,4,5,120,6.0,114.0,34.0,UPI
ORD00754,2025-02-01,C0223,P022,S008,2,20,3000,600.0,2400.0,500.0,UPI
ORD00755,2024-05-02,C0140,P022,S006,1,0,1500,0.0,1500.0,550.0,Credit Card
ORD00756,2025-12-04,C0099,P048,S006,1,0,450,0.0,450.0,150.0,Debit Card
ORD00757,2024-12-14,C0093,P087,S008,2,0,1400,0.0,1400.0,600.0,Credit Card
ORD00758,2025-03-19,C0025,P045,S005,2,10,700,70.0,630.0,190.0,UPI
ORD00759,2025-05-20,C0134,P069,S005,1,0,220,0.0,220.0,100.0,UPI
ORD00760,2024-11-01,C0143,P095,S004,3,0,1800,0.0,1800.0,840.0,UPI
ORD00761,2026-12-07,C0152,P096,S004,1,10,500,50.0,450.0,190.0,Debit Card
ORD00762,2026-10-11,C0210,P002,S003,2,0,1800,0.0,1800.0,760.0,Debit Card
ORD00763,2024-09-28,C0040,P089,S007,1,0,800,0.0,800.0,350.0,Wallet
ORD00764,2025-09-16,C0243,P004,S002,1,5,1500,75.0,1425.0,525.0,Credit Card
ORD00765,2026-07-20,C0026,P054,S003,2,0,220,0.0,220.0,90.0,Debit Card
ORD00766,2026-01-28,C0027,P036,S004,2,10,400,40.0,360.0,180.0,UPI
ORD00767,2026-02-27,C0308,P060,S007,3,0,210,0.0,210.0,90.0,UPI
ORD00768,2025-07-06,C0045,P046,S002,2,5,800,40.0,760.0,240.0,Credit Card
ORD00769,2024-06-14,C0006,P033,S006,2,0,560,0.0,560.0,280.0,Wallet
ORD00770,2026-01-15,C0307,P045,S008,3,0,1050,0.0,1050.0,390.0,UPI
ORD00771,2026-01-18,C0279,P055,S002,1,5,90,4.5,85.5,35.5,Debit Card
ORD00772,2025-02-23,C0032,P049,S005,1,0,30,0.0,30.0,15.0,Credit Card
ORD00773,2025-03-05,C0076,P051,S005,3,10,480,48.0,432.0,147.0,UPI
ORD00774,2026-10-28,C0063,P088,S005,1,0,2000,0.0,2000.0,700.0,UPI
ORD00775,2026-12-14,C0030,P039,S002,2,5,360,18.0,342.0,62.0,Cash
ORD00776,2026-07-14,C0013,P089,S005,2,10,1600,160.0,1440.0,540.0,Wallet
ORD00777,2024-05-14,C0031,P071,S003,1,15,180,27.0,153.0,53.0,UPI
ORD00778,2025-01-01,C0237,P041,S006,1,20,30,6.0,24.0,4.0,UPI
ORD00779,2024-10-30,C0378,P030,S007,3,5,540,27.0,513.0,273.0,Debit Card
ORD00780,2024-09-27,C0307,P030,S008,2,0,360,0.0,360.0,200.0,Debit Card
ORD00781,2025-01-22,C0302,P012,S001,1,15,180,27.0,153.0,73.0,UPI
ORD00782,2025-11-18,C0049,P093,S007,1,5,450,22.5,427.5,177.5,UPI
ORD00783,2026-12-21,C0041,P057,S007,1,0,140,0.0,140.0,60.0,UPI
ORD00784,2024-12-17,C0334,P068,S005,1,0,250,0.0,250.0,110.0,UPI
ORD00785,2024-10-30,C0237,P073,S006,2,0,1800,0.0,1800.0,500.0,Wallet
ORD00786,2025-08-07,C0294,P064,S002,1,0,80,0.0,80.0,45.0,Debit Card
ORD00787,2024-10-15,C0249,P087,S007,1,0,700,0.0,700.0,300.0,UPI
ORD00788,2025-01-12,C0092,P033,S004,1,10,280,28.0,252.0,112.0,Debit Card
ORD00789,2024-10-29,C0243,P086,S002,2,0,3000,0.0,3000.0,1200.0,UPI
ORD00790,2026-04-08,C0084,P091,S006,4,10,1000,100.0,900.0,460.0,Wallet
ORD00791,2024-12-09,C0012,P091,S008,5,0,1250,0.0,1250.0,700.0,Debit Card
ORD00792,2025-08-16,C0167,P045,S008,4,10,1400,140.0,1260.0,380.0,Wallet
ORD00793,2026-06-24,C0242,P050,S007,1,0,150,0.0,150.0,60.0,Credit Card
ORD00794,2024-08-27,C0095,P010,S007,1,0,250,0.0,250.0,140.0,Cash
ORD00795,2024-07-08,C0190,P046,S006,1,5,400,20.0,380.0,120.0,UPI
ORD00796,2025-07-23,C0389,P044,S006,1,0,120,0.0,120.0,50.0,Cash
ORD00797,2024-06-27,C0305,P057,S005,5,0,700,0.0,700.0,300.0,Credit Card
ORD00798,2026-11-13,C0006,P056,S006,4,0,240,0.0,240.0,100.0,UPI
ORD00799,2026-01-27,C0394,P081,S006,1,0,200,0.0,200.0,80.0,UPI
ORD00800,2026-07-01,C0335,P036,S006,3,0,600,0.0,600.0,330.0,Debit Card
ORD00801,2026-05-01,C0369,P043,S001,3,0,840,0.0,840.0,330.0,Cash
ORD00802,2026-05-18,C0375,P090,S007,2,0,600,0.0,600.0,300.0,Cash
ORD00803,2024-10-21,C0056,P059,S006,2,15,200,30.0,170.0,60.0,Wallet
ORD00804,2026-02-08,C0075,P008,S001,1,0,600,0.0,600.0,280.0,Wallet
ORD00805,2026-08-04,C0070,P047,S003,2,10,500,50.0,450.0,150.0,UPI
ORD00806,2026-02-20,C0130,P027,S006,1,5,450,22.5,427.5,187.5,Cash
ORD00807,2025-09-14,C0195,P033,S002,2,10,560,56.0,504.0,224.0,UPI
ORD00808,2024-11-11,C0314,P066,S006,4,10,1200,120.0,1080.0,360.0,Credit Card
ORD00809,2025-08-12,C0237,P058,S006,1,5,40,2.0,38.0,16.0,Debit Card
ORD00810,2024-09-01,C0232,P030,S004,3,5,540,27.0,513.0,273.0,Wallet
ORD00811,2026-01-10,C0221,P057,S004,2,5,280,14.0,266.0,106.0,Cash
ORD00812,2026-09-01,C0321,P056,S002,5,10,300,30.0,270.0,95.0,UPI
ORD00813,2024-02-05,C0243,P071,S002,3,0,540,0.0,540.0,240.0,UPI
ORD00814,2024-10-04,C0005,P033,S005,1,0,280,0.0,280.0,140.0,Debit Card
ORD00815,2024-04-09,C0202,P094,S008,1,5,350,17.5,332.5,162.5,Wallet
ORD00816,2025-01-10,C0150,P038,S002,3,5,900,45.0,855.0,195.0,UPI
ORD00817,2025-10-09,C0329,P034,S006,2,0,500,0.0,500.0,260.0,Debit Card
ORD00818,2024-07-15,C0037,P055,S002,2,0,180,0.0,180.0,80.0,UPI
ORD00819,2025-07-30,C0085,P020,S005,1,5,750,37.5,712.5,292.5,UPI
ORD00820,2024-07-28,C0246,P085,S007,1,5,1200,60.0,1140.0,440.0,Cash
ORD00821,2026-12-12,C0317,P072,S008,2,10,240,24.0,216.0,96.0,Cash
ORD00822,2024-06-05,C0065,P041,S005,1,0,30,0.0,30.0,10.0,UPI
ORD00823,2026-01-12,C0062,P045,S001,1,0,350,0.0,350.0,130.0,Wallet
ORD00824,2025-11-08,C0319,P040,S007,1,10,55,5.5,49.5,7.5,UPI
ORD00825,2024-10-18,C0018,P076,S003,1,0,250,0.0,250.0,130.0,Wallet
ORD00826,2024-08-16,C0297,P037,S002,1,10,650,65.0,585.0,85.0,Debit Card
ORD00827,2024-08-08,C0015,P004,S004,1,10,1500,150.0,1350.0,450.0,Credit Card
ORD00828,2025-06-02,C0075,P038,S001,1,0,300,0.0,300.0,80.0,UPI
ORD00829,2024-09-10,C0009,P006,S007,4,0,2600,0.0,2600.0,1200.0,Wallet
ORD00830,2025-10-19,C0221,P034,S004,3,15,750,112.5,637.5,277.5,Wallet
ORD00831,2024-11-24,C0116,P043,S002,3,5,840,42.0,798.0,288.0,Credit Card
ORD00832,2024-01-29,C0082,P004,S001,2,10,3000,300.0,2700.0,900.0,Wallet
ORD00833,2024-01-09,C0243,P013,S002,5,0,2500,0.0,2500.0,1100.0,UPI
ORD00834,2026-08-30,C0341,P040,S005,1,5,55,2.75,52.25,10.25,Credit Card
ORD00835,2025-01-05,C0306,P086,S008,3,20,4500,900.0,3600.0,900.0,Credit Card
ORD00836,2026-04-14,C0049,P046,S007,1,20,400,80.0,320.0,60.0,UPI
ORD00837,2024-10-05,C0257,P019,S004,1,0,900,0.0,900.0,400.0,Debit Card
ORD00838,2026-11-06,C0240,P003,S004,2,10,700,70.0,630.0,270.0,Debit Card
ORD00839,2025-04-07,C0132,P081,S007,2,0,400,0.0,400.0,160.0,Cash
ORD00840,2024-05-22,C0216,P027,S004,3,10,1350,135.0,1215.0,495.0,Wallet
ORD00841,2024-01-27,C0274,P038,S007,5,5,1500,75.0,1425.0,325.0,UPI
ORD00842,2024-06-23,C0400,P044,S002,1,0,120,0.0,120.0,50.0,Debit Card
ORD00843,2024-10-26,C0236,P096,S001,1,5,500,25.0,475.0,215.0,Wallet
ORD00844,2026-05-19,C0312,P018,S007,2,0,2400,0.0,2400.0,1000.0,Debit Card
ORD00845,2025-07-13,C0218,P057,S008,3,10,420,42.0,378.0,138.0,Wallet
ORD00846,2026-04-08,C0031,P039,S003,5,5,900,45.0,855.0,155.0,UPI
ORD00847,2024-09-07,C0016,P040,S001,1,5,55,2.75,52.25,10.25,Debit Card
ORD00848,2024-07-22,C0124,P016,S005,2,10,1300,130.0,1170.0,450.0,Credit Card
ORD00849,2025-01-01,C0240,P004,S004,1,10,1500,150.0,1350.0,450.0,UPI
ORD00850,2024-07-16,C0206,P059,S007,3,10,300,30.0,270.0,105.0,Credit Card
ORD00851,2026-08-12,C0242,P038,S007,1,10,300,30.0,270.0,50.0,Credit Card
ORD00852,2025-12-04,C0375,P031,S007,2,0,240,0.0,240.0,140.0,Debit Card
ORD00853,2024-08-31,C0232,P089,S004,1,0,800,0.0,800.0,350.0,UPI
ORD00854,2024-03-08,C0125,P043,S006,1,10,280,28.0,252.0,82.0,Debit Card
ORD00855,2024-12-02,C0062,P077,S001,1,10,220,22.0,198.0,98.0,Credit Card
ORD00856,2026-10-01,C0338,P019,S006,2,5,1800,90.0,1710.0,710.0,Credit Card
ORD00857,2026-11-03,C0387,P082,S008,2,20,560,112.0,448.0,148.0,Credit Card
ORD00858,2025-08-05,C0053,P039,S002,1,0,180,0.0,180.0,40.0,UPI
ORD00859,2025-12-15,C0056,P066,S006,2,10,600,60.0,540.0,180.0,Debit Card
ORD00860,2026-05-26,C0398,P045,S004,1,0,350,0.0,350.0,130.0,UPI
ORD00861,2025-05-22,C0294,P050,S002,1,0,150,0.0,150.0,60.0,UPI
ORD00862,2025-09-16,C0324,P055,S007,1,0,90,0.0,90.0,40.0,Credit Card
ORD00863,2026-05-15,C0134,P001,S005,2,15,2400,360.0,2040.0,540.0,UPI
ORD00864,2024-02-15,C0013,P053,S005,5,0,600,0.0,600.0,250.0,UPI
ORD00865,2026-09-27,C0287,P057,S002,1,10,140,14.0,126.0,46.0,UPI
ORD00866,2025-11-08,C0314,P037,S006,1,0,650,0.0,650.0,150.0,Credit Card
ORD00867,2024-06-03,C0189,P073,S003,3,5,2700,135.0,2565.0,615.0,UPI
ORD00868,2026-04-03,C0351,P005,S007,3,5,900,45.0,855.0,405.0,Wallet
ORD00869,2024-07-13,C0255,P067,S004,2,0,900,0.0,900.0,340.0,Credit Card
ORD00870,2026-05-24,C0001,P045,S005,1,10,350,35.0,315.0,95.0,Debit Card
ORD00871,2025-09-06,C0020,P029,S006,1,5,650,32.5,617.5,237.5,UPI
ORD00872,2026-11-21,C0399,P044,S007,3,0,360,0.0,360.0,150.0,UPI
ORD00873,2025-01-17,C0130,P067,S006,2,0,900,0.0,900.0,340.0,Wallet
ORD00874,2026-08-15,C0146,P068,S005,1,5,250,12.5,237.5,97.5,Cash
ORD00875,2026-06-07,C0206,P084,S007,4,10,720,72.0,648.0,288.0,UPI
ORD00876,2026-08-05,C0138,P027,S004,1,0,450,0.0,450.0,210.0,Debit Card
ORD00877,2026-06-10,C0008,P030,S005,1,15,180,27.0,153.0,73.0,Wallet
ORD00878,2026-04-24,C0174,P053,S008,1,0,120,0.0,120.0,50.0,UPI
ORD00879,2025-04-28,C0090,P057,S008,1,0,140,0.0,140.0,60.0,UPI
ORD00880,2025-09-27,C0067,P034,S005,2,5,500,25.0,475.0,235.0,Credit Card
ORD00881,2024-03-16,C0342,P052,S008,1,0,50,0.0,50.0,20.0,UPI
ORD00882,2025-07-22,C0224,P067,S007,2,0,900,0.0,900.0,340.0,Cash
ORD00883,2026-09-22,C0142,P088,S002,3,0,6000,0.0,6000.0,2100.0,Cash
ORD00884,2025-09-02,C0079,P026,S005,3,15,480,72.0,408.0,183.0,Credit Card
ORD00885,2024-07-03,C0028,P038,S001,1,10,300,30.0,270.0,50.0,Cash
ORD00886,2026-10-21,C0325,P033,S006,2,10,560,56.0,504.0,224.0,Wallet
ORD00887,2025-05-30,C0361,P091,S006,2,0,500,0.0,500.0,280.0,Credit Card
ORD00888,2025-10-03,C0057,P068,S005,2,0,500,0.0,500.0,220.0,Debit Card
ORD00889,2026-05-16,C0263,P034,S006,1,0,250,0.0,250.0,130.0,UPI
ORD00890,2026-04-16,C0307,P029,S008,1,5,650,32.5,617.5,237.5,Credit Card
ORD00891,2024-08-19,C0320,P037,S002,1,0,650,0.0,650.0,150.0,Debit Card
ORD00892,2024-10-23,C0338,P088,S006,2,10,4000,400.0,3600.0,1000.0,UPI
ORD00893,2024-03-12,C0341,P090,S005,3,10,900,90.0,810.0,360.0,Wallet
ORD00894,2025-05-05,C0032,P056,S005,1,0,60,0.0,60.0,25.0,Debit Card
ORD00895,2024-09-06,C0230,P064,S002,2,0,160,0.0,160.0,90.0,Credit Card
ORD00896,2026-03-15,C0316,P010,S003,4,15,1000,150.0,850.0,410.0,UPI
ORD00897,2025-04-27,C0300,P091,S004,1,15,250,37.5,212.5,102.5,UPI
ORD00898,2025-10-11,C0371,P048,S005,3,0,1350,0.0,1350.0,450.0,UPI
ORD00899,2026-10-03,C0354,P084,S008,1,10,180,18.0,162.0,72.0,Debit Card
ORD00900,2024-07-24,C0277,P073,S007,3,10,2700,270.0,2430.0,480.0,Credit Card
ORD00901,2025-10-31,C0255,P040,S004,1,0,55,0.0,55.0,13.0,Debit Card
ORD00902,2024-10-26,C0360,P051,S007,2,0,320,0.0,320.0,130.0,UPI
ORD00903,2026-11-23,C0007,P023,S002,3,5,660,33.0,627.0,327.0,UPI
ORD00904,2026-04-20,C0087,P049,S005,3,0,90,0.0,90.0,45.0,Credit Card
ORD00905,2025-06-17,C0094,P061,S007,1,5,350,17.5,332.5,132.5,UPI
ORD00906,2024-06-21,C0015,P025,S004,1,0,220,0.0,220.0,110.0,Cash
ORD00907,2025-04-04,C0340,P094,S005,1,0,350,0.0,350.0,180.0,Credit Card
ORD00908,2025-04-13,C0001,P055,S005,4,20,360,72.0,288.0,88.0,UPI
ORD00909,2024-12-19,C0057,P064,S005,1,0,80,0.0,80.0,45.0,UPI
ORD00910,2024-08-28,C0067,P039,S005,1,5,180,9.0,171.0,31.0,Debit Card
ORD00911,2026-12-31,C0288,P089,S001,1,15,800,120.0,680.0,230.0,Cash
ORD00912,2026-10-09,C0059,P036,S002,1,0,200,0.0,200.0,110.0,UPI
ORD00913,2025-01-22,C0338,P067,S006,1,0,450,0.0,450.0,170.0,UPI
ORD00914,2025-06-20,C0282,P031,S008,1,5,120,6.0,114.0,64.0,UPI
ORD00915,2026-07-27,C0022,P055,S003,1,5,90,4.5,85.5,35.5,Cash
ORD00916,2026-03-25,C0142,P089,S002,2,10,1600,160.0,1440.0,540.0,Debit Card
ORD00917,2025-06-08,C0193,P071,S007,1,5,180,9.0,171.0,71.0,UPI
ORD00918,2026-08-22,C0348,P090,S006,4,20,1200,240.0,960.0,360.0,Wallet
ORD00919,2024-04-03,C0158,P094,S005,1,5,350,17.5,332.5,162.5,UPI
ORD00920,2026-01-29,C0038,P094,S004,1,15,350,52.5,297.5,127.5,UPI
ORD00921,2024-12-13,C0246,P019,S007,4,15,3600,540.0,3060.0,1060.0,UPI
ORD00922,2026-12-22,C0288,P033,S001,1,0,280,0.0,280.0,140.0,Wallet
ORD00923,2025-07-29,C0354,P042,S008,2,15,180,27.0,153.0,43.0,UPI
ORD00924,2025-06-24,C0179,P081,S005,2,0,400,0.0,400.0,160.0,UPI
ORD00925,2026-10-03,C0239,P071,S008,1,15,180,27.0,153.0,53.0,Debit Card
ORD00926,2024-04-18,C0021,P065,S008,1,0,140,0.0,140.0,70.0,UPI
ORD00927,2024-11-30,C0055,P047,S002,1,20,250,50.0,200.0,50.0,Wallet
ORD00928,2025-12-31,C0340,P006,S005,2,5,1300,65.0,1235.0,535.0,UPI
ORD00929,2024-10-12,C0218,P070,S008,1,0,300,0.0,300.0,130.0,Cash
ORD00930,2025-07-12,C0279,P066,S002,2,10,600,60.0,540.0,180.0,UPI
ORD00931,2024-01-09,C0012,P094,S008,2,5,700,35.0,665.0,325.0,Credit Card
ORD00932,2026-10-17,C0042,P002,S001,3,0,2700,0.0,2700.0,1140.0,Debit Card
ORD00933,2026-03-18,C0226,P052,S007,1,15,50,7.5,42.5,12.5,UPI
ORD00934,2024-02-29,C0037,P031,S002,1,10,120,12.0,108.0,58.0,Debit Card
ORD00935,2025-07-05,C0034,P041,S008,2,0,60,0.0,60.0,20.0,Wallet
ORD00936,2026-07-16,C0095,P058,S007,1,10,40,4.0,36.0,14.0,Debit Card
ORD00937,2024-09-21,C0177,P094,S001,1,0,350,0.0,350.0,180.0,Debit Card
ORD00938,2024-04-23,C0317,P026,S008,2,5,320,16.0,304.0,154.0,Credit Card
ORD00939,2025-06-06,C0145,P012,S006,1,20,180,36.0,144.0,64.0,Cash
ORD00940,2025-03-02,C0156,P012,S003,1,10,180,18.0,162.0,82.0,UPI
ORD00941,2024-12-02,C0100,P065,S008,3,10,420,42.0,378.0,168.0,Wallet
ORD00942,2024-09-25,C0140,P087,S006,1,0,700,0.0,700.0,300.0,UPI
ORD00943,2026-07-01,C0059,P031,S002,3,5,360,18.0,342.0,192.0,Credit Card
ORD00944,2026-05-15,C0304,P040,S008,3,5,165,8.25,156.75,30.75,Credit Card
ORD00945,2024-03-23,C0346,P047,S003,2,20,500,100.0,400.0,100.0,Debit Card
ORD00946,2024-11-13,C0255,P053,S004,2,5,240,12.0,228.0,88.0,UPI
ORD00947,2024-06-11,C0223,P047,S008,4,5,1000,50.0,950.0,350.0,UPI
ORD00948,2025-09-07,C0242,P023,S007,3,5,660,33.0,627.0,327.0,UPI
ORD00949,2024-06-05,C0376,P004,S002,4,5,6000,300.0,5700.0,2100.0,Credit Card
ORD00950,2026-08-09,C0381,P043,S002,2,5,560,28.0,532.0,192.0,UPI
ORD00951,2024-06-16,C0206,P029,S007,3,0,1950,0.0,1950.0,810.0,Debit Card
ORD00952,2025-01-08,C0232,P046,S004,3,0,1200,0.0,1200.0,420.0,Credit Card
ORD00953,2025-10-04,C0121,P072,S002,2,10,240,24.0,216.0,96.0,Debit Card
ORD00954,2025-01-18,C0324,P030,S007,1,0,180,0.0,180.0,100.0,Wallet
